"bea_code","bea_title","ast_flag","matched_naics","match_digits","ppi_series","begin_year","status","n_ppi","naics_all"
"337110","Wood kitchen cabinet and countertop manufacturing",FALSE,"33711",5,"PCU33711-33711-",2003,"matched",1,"33711"
"337121","Upholstered household furniture manufacturing",FALSE,"337121",6,"PCU337121337121",1972,"matched",1,"337121"
"337122","Nonupholstered wood household furniture manufacturing",FALSE,"337122",6,"PCU337122337122",1972,"matched",1,"337122"
"337127","Institutional furniture manufacturing",FALSE,"337127",6,"PCU337127337127",2003,"matched",1,"337127"
"33712N","Other household nonupholstered furniture",FALSE,"33712",5,"PCU33712-33712-",2003,"matched",1,"33712"
"337215","Showcase, partition, shelving, and locker manufacturing",FALSE,"337215",6,"PCU337215337215",2003,"matched",1,"337215"
"33721A","Office furniture and custom architectural woodwork and millwork manufacturing",FALSE,"337212",6,"PCU337212337212",2003,"matched",3,"33721, 337212, 337214"
"337900","Other furniture related product manufacturing",FALSE,"337",3,"PCU337---337---",1984,"matched",1,"337"
"339112","Surgical and medical instrument manufacturing",FALSE,"339112",6,"PCU339112339112",1982,"matched",1,"339112"
"339113","Surgical appliance and supplies manufacturing",FALSE,"339113",6,"PCU339113339113",1983,"matched",1,"339113"
"339114","Dental equipment and supplies manufacturing",FALSE,"339114",6,"PCU339114339114",1985,"matched",1,"339114"
"339115","Ophthalmic goods manufacturing",FALSE,"339115",6,"PCU339115339115",1983,"matched",1,"339115"
"339116","Dental laboratories",FALSE,"33911",5,"PCU33911-33911-",2003,"matched",1,"33911"
"339910","Jewelry and silverware manufacturing",FALSE,"33991",5,"PCU33991-33991-",1985,"matched",1,"33991"
"339920","Sporting and athletic goods manufacturing",FALSE,"33992",5,"PCU33992-33992-",2003,"matched",1,"33992"
"339930","Doll, toy, and game manufacturing",FALSE,"339",3,"PCU339---339---",2003,"matched",1,"339"
"339940","Office supplies (except paper) manufacturing",FALSE,"339",3,"PCU339---339---",2003,"matched",1,"339"
"339950","Sign manufacturing",FALSE,"33995",5,"PCU33995-33995-",2003,"matched",1,"33995"
"339990","All other miscellaneous manufacturing",FALSE,"339",3,"PCU339---339---",2003,"matched",1,"339"
"4200ID","Customs duties",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"423100","Motor vehicle and motor vehicle parts and supplies",FALSE,"4231",4,"PCU4231--4231--",2009,"matched",1,"4231"
"423400","Professional and commercial equipment and supplies",FALSE,"4234",4,"PCU4234--4234--",2009,"matched",1,"4234"
"423600","Household appliances and electrical and electronic goods",FALSE,"4236",4,"PCU4236--4236--",2009,"matched",1,"4236"
"423800","Machinery, equipment, and supplies",FALSE,"4238",4,"PCU4238--4238--",2009,"matched",1,"4238"
"423A00","Other durable goods merchant wholesalers",FALSE,"4232",4,"PCU4232--4232--",2009,"matched",5,"4232, 4233, 4235, 4237, 4239"
"424200","Drugs and druggists' sundries",FALSE,"4242",4,"PCU4242--4242--",2009,"matched",1,"4242"
"424400","Grocery and related product wholesalers",FALSE,"4244",4,"PCU4244--4244--",2009,"matched",1,"4244"
"424700","Petroleum and petroleum products",FALSE,"4247",4,"PCU4247--4247--",2009,"matched",1,"4247"
"424A00","Other nondurable goods merchant wholesalers",FALSE,"4241",4,"PCU4241--4241--",2009,"matched",6,"4241, 4243, 4245, 4246, 4248, 4249"
"425000","Wholesale electronic markets and agents and brokers",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"441000","Motor vehicle and parts dealers",FALSE,"441",3,"PCU441---441---",2003,"matched",1,"441"
"444000","Building material and garden equipment and supplies dealers",FALSE,"444",3,"PCU444---444---",2003,"matched",1,"444"
"445000","Food and beverage stores",FALSE,"445",3,"PCU445---445---",1999,"matched",1,"445"
"446000","Health and personal care stores",FALSE,"456",3,"PCU456---456---",2003,"matched",1,"456"
"447000","Gasoline stations",FALSE,"457",3,"PCU457---457---",2022,"matched",1,"457"
"448000","Clothing and clothing accessories stores",FALSE,"458",3,"PCU458---458---",2003,"matched",1,"458"
"452000","General merchandise stores",FALSE,"455",3,"PCU455---455---",2003,"matched",1,"455"
"454000","Nonstore retailers",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"481000","Air transportation",FALSE,"481",3,"PCU481---481---",1992,"matched",1,"481"
"482000","Rail transportation",FALSE,"482",3,"PCU482---482---",1996,"matched",1,"482"
"483000","Water transportation",FALSE,"483",3,"PCU483---483---",2003,"matched",1,"483"
"484000","Truck transportation",FALSE,"484",3,"PCU484---484---",2003,"matched",1,"484"
"485000","Transit and ground passenger transportation",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"486000","Pipeline transportation",FALSE,"486",3,"PCU486---486---",2022,"matched",1,"486"
"48A000","Scenic and sightseeing transportation and support activities",FALSE,"488",3,"PCU488---488---",2003,"matched",1,"488"
"491000","Postal service",FALSE,"491",3,"PCU491---491---",1972,"matched",1,"491"
"492000","Couriers and messengers",FALSE,"492",3,"PCU492---492---",2003,"matched",1,"492"
"493000","Warehousing and storage",FALSE,"493",3,"PCU493---493---",1993,"matched",1,"493"
"4B0000","All other retail",FALSE,"449",3,"PCU449---449---",2022,"matched",1,"449"
"511110","Newspaper publishers",FALSE,"51311",5,"PCU51311-51311-",2022,"matched",1,"51311"
"511120","Periodical publishers",FALSE,"51312",5,"PCU51312-51312-",2022,"matched",1,"51312"
"511130","Book publishers",FALSE,"51313",5,"PCU51313-51313-",2022,"matched",1,"51313"
"5111A0","Directory, mailing list, and other publishers",FALSE,"51314",5,"PCU51314-51314-",2022,"matched",2,"5131, 51314"
"511200","Software publishers",FALSE,"51321",5,"PCU51321-51321-",2003,"matched",1,"51321"
"512100","Motion picture and video industries",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"512200","Sound recording industries",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"515100","Radio and television broadcasting",FALSE,"5161",4,"PCU5161--5161--",2001,"matched",1,"5161"
"515200","Cable and other subscription programming",FALSE,"5162",4,"PCU5162--5162--",2003,"matched",1,"5162"
"517110","Wired telecommunications carriers",FALSE,"517311",6,"PCU517311517311",1995,"matched",1,"517311"
"517210","Wireless telecommunications carriers (except satellite)",FALSE,"517312",6,"PCU517312517312",1999,"matched",1,"517312"
"517A00","Satellite, telecommunications resellers, and all other telecommunications",FALSE,"517",3,"PCU517---517---",2003,"matched",1,"517"
"518200","Data processing, hosting, and related services",FALSE,"5182",4,"PCU5182--5182--",2003,"matched",1,"5182"
"519130","Internet publishing and broadcasting and Web search portals",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"5191A0","News syndicates, libraries, archives and all other information services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"522A00","Nondepository credit intermediation and related activities",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"523900","Other financial investment activities",FALSE,"523",3,"PCU523---523---",2003,"matched",1,"523"
"523A00","Securities and commodity contracts intermediation and brokerage",FALSE,"5231",4,"PCU5231--5231--",2000,"matched",2,"523, 5231"
"524113","Direct life insurance carriers",FALSE,"524113",6,"PCU524113524113",1998,"matched",1,"524113"
"5241XX","Insurance carriers, except direct life",FALSE,"524114",6,"PCU524114524114",2002,"matched",3,"5241, 524114, 52412"
"524200","Insurance agencies, brokerages, and related activities",FALSE,"524",3,"PCU524---524---",2003,"matched",1,"524"
"525000","Funds, trusts, and other financial vehicles",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"52A000","Monetary authorities and depository credit intermediation",FALSE,"5221",4,"PCU5221--5221--",2003,"matched",1,"5221"
"531HSO","Owner-occupied housing",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"531HST","Tenant-occupied housing",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"531ORE","Other real estate",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"532100","Automotive equipment rental and leasing",FALSE,"5321",4,"PCU5321--5321--",2001,"matched",1,"5321"
"532400","Commercial and industrial machinery and equipment rental and leasing",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"532A00","General and consumer goods rental",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"533000","Lessors of nonfinancial intangible assets",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"541100","Legal services",FALSE,"5411",4,"PCU5411--5411--",1996,"matched",1,"5411"
"541200","Accounting, tax preparation, bookkeeping, and payroll services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"541300","Architectural, engineering, and related services",FALSE,"5413",4,"PCU5413--5413--",1996,"matched",1,"5413"
"541400","Specialized design services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"541511","Custom computer programming services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"541512","Computer systems design services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"54151A","Other computer related services, including facilities management",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"541610","Management consulting services",FALSE,"54161",5,"PCU54161-54161-",2006,"matched",1,"54161"
"5416A0","Environmental and other technical consulting services",FALSE,"5416",4,"PCU5416--5416--",2006,"matched",1,"5416"
"541700","Scientific research and development services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"541800","Advertising, public relations, and related services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"541920","Photographic services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"541940","Veterinary services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"5419A0","All other miscellaneous professional, scientific, and technical services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"550000","Management of companies and enterprises",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"561100","Office administrative services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"561200","Facilities support services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"561300","Employment services",FALSE,"5613",4,"PCU5613--5613--",1996,"matched",1,"5613"
"561400","Business support services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"561500","Travel arrangement and reservation services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"561600","Investigation and security services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"561700","Services to buildings and dwellings",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"561900","Other support services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"562000","Waste management and remediation services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"611100","Elementary and secondary schools",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"611A00","Junior colleges, colleges, universities, and professional schools",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"611B00","Other educational services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"621100","Offices of physicians",FALSE,"6211",4,"PCU6211--6211--",1996,"matched",1,"6211"
"621200","Offices of dentists",FALSE,"6212",4,"PCU6212--6212--",2010,"matched",1,"6212"
"621300","Offices of other health practitioners",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"621400","Outpatient care centers",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"621500","Medical and diagnostic laboratories",FALSE,"6215",4,"PCU6215--6215--",2003,"matched",1,"6215"
"621600","Home health care services",FALSE,"6216",4,"PCU6216--6216--",1996,"matched",1,"6216"
"621900","Other ambulatory health care services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"622000","Hospitals",FALSE,"622",3,"PCU622---622---",1992,"matched",1,"622"
"623A00","Nursing and community care facilities",FALSE,"6231",4,"PCU6231--6231--",2003,"matched",1,"6231"
"623B00","Residential mental health, substance abuse, and other residential care facilities",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"624100","Individual and family services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"624400","Child day care services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"624A00","Community food, housing, and other relief services, including vocational rehabilitation services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"711100","Performing arts companies",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"711200","Spectator sports",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"711500","Independent artists, writers, and performers",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"711A00","Promoters of performing arts and sports and agents for public figures",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"712000","Museums, historical sites, zoos, and parks",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"713100","Amusement parks and arcades",FALSE,"7131",4,"PCU7131--7131--",2006,"matched",1,"7131"
"713200","Gambling industries (except casino hotels)",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"713900","Other amusement and recreation industries",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"721000","Accommodation",FALSE,"721",3,"PCU721---721---",1996,"matched",1,"721"
"722110","Full-service restaurants",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"722211","Limited-service restaurants",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"722A00","All other food and drinking places",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"811100","Automotive repair and maintenance (including car washes)",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"811200","Electronic and precision equipment repair and maintenance",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"811300","Commercial and industrial machinery and equipment repair and maintenance",FALSE,"8113",4,"PCU8113--8113--",2006,"matched",1,"8113"
"811400","Personal and household goods repair and maintenance",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"812100","Personal care services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"812200","Death care services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"812300","Dry-cleaning and laundry services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"812900","Other personal services",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"813100","Religious organizations",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"813A00","Grantmaking, giving, and social advocacy organizations",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"813B00","Civic, social, professional, and similar organizations",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"814000","Private households",FALSE,NA,NA,NA,NA,"NAICS exists, no PPI published",0,NA
"S00101","Federal electric utilities",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00102","Other federal government enterprises",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00201","State and local government passenger transit",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00202","State and local government electric utilities",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00203","Other state and local government enterprises",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00300","Noncomparable imports",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00401","Scrap",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00402","Used and secondhand goods",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00500","Federal general government (defense)",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00600","Federal general government (nondefense)",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
"S00900","Rest of the world adjustment",FALSE,NA,NA,NA,NA,"n.a. (no NAICS counterpart)",0,NA
